LOINC_NUM,LONG_COMMON_NAME,SHORTNAME,DisplayName,RELATEDNAMES2,SCALE_TYP
33479-7,epstein barr virus early restricted ab [titer] in serum,ebv ea-r ab titr ser,ebv early restricted ab (s) [titer],abs; aby; antby; anti; antibodies; antibody; autoantibodies; autoantibody; dilution factor; dilution factor (titer); ea; ea-r; ebv; ebv ea; ebv ea-r; epstn; hhv-4; human herpesvirus 4; id; infectious disease; infectiousdisease; microbiology; mono; mononucleosis; point in time; random; serum; smqn; sr; titer; titered; titre; ttr,SemiQn
33480-5,methane/expired gas [volume fraction] in exhaled gas --2 hours post dose lactose po,breath methane 2h p lac po,methane/expired gas 2 hr post dose lactose po (exhl gas) [volume fraction],120 min; 120 minutes; 120min; 2 hours; 2h p lac po; after; breath; chemistry.challenge testing; exg; exhaled gas; exhaled gas (=breath); gases; ltt; p dose; percent; point in time; pst; qnt; quan; quant; quantitative; random; volfr; volume fraction,Qn
33487-0,patient symptoms [interpretation] --2 hours post dose lactose po,symptoms 2h p lac po patient-imp,patient symptoms 2 hr post dose lactose po [interp],120 min; 120 minutes; 120min; 2 hours; 2h p lac po; after; chemistry.challenge testing; impression; impression/interpretation of study; impressions; interp; interpretation; ltt; nominal; p dose; point in time; pst; random; sx,Nom
33490-4,hydrogen/expired gas [volume fraction] in exhaled gas --pre dose lactose po,breath h2 pre lac po,hydrogen/expired gas pre dose lactose po (exhl gas) [volume fraction],before; breath; chemistry.challenge testing; exg; exhaled gas; exhaled gas (=breath); gases; gastro; gastroenterology; gi; h2; hyd; ltt; percent; point in time; pre lac po; qnt; quan; quant; quantitative; random; volfr; volume fraction,Qn
33495-3,hydrogen/expired gas [volume fraction] in exhaled gas --2.5 hours post dose lactose po,breath h2 2.5h p lac po,hydrogen/expired gas 2.5 hr post dose lactose po (exhl gas) [volume fraction],2.5h p lac po; after; breath; chemistry.challenge testing; exg; exhaled gas; exhaled gas (=breath); gases; gastro; gastroenterology; gi; h2; hyd; ltt; p dose; percent; point in time; pst; qnt; quan; quant; quantitative; random; volfr; volume fraction,Qn
33496-1,hydrogen/expired gas [volume fraction] in exhaled gas --3 hours post dose lactose po,breath h2 3h p lac po,hydrogen/expired gas 3 hr post dose lactose po (exhl gas) [volume fraction],3h p lac po; after; breath; chemistry.challenge testing; exg; exhaled gas; exhaled gas (=breath); gases; gastro; gastroenterology; gi; h2; hyd; ltt; p dose; percent; point in time; pst; qnt; quan; quant; quantitative; random; volfr; volume fraction,Qn
33505-9,hydrogen+methane/expired gas [volume fraction] in exhaled gas --1 hour post dose lactose po,breath h2+methane 1h p lac po,hydrogen+methane/expired gas 1 hr post dose lactose po (exhl gas) [volume fraction],1 hour; 1.0hr; 1h p lac po; 60 min; 60 minutes; 60m; 60min; after; breath; chemistry.challenge testing; exg; exhaled gas; exhaled gas (=breath); gases; gastro; gastroenterology; gi; h2; hyd; ltt; p dose; percent; point in time; pst; qnt; quan; quant; quantitative; random; volfr; volume fraction,Qn
33516-6,immature reticulocytes/reticulocytes.total in blood,imm retics nfr,immature reticulocytes/total reticulocytes (bld),blood; hematology; hematology/cell counts; heme; imm; imm retics; immat; irf; number fraction; percent; point in time; polychromatophilic red cells; qnt; quan; quant; quantitative; random; retic; retics; reticulocyte; shift cells; stress cells; tot; totl; wb; whole blood,Qn
33521-6,platelet aggregation collagen induced in platelet rich plasma --low dose,pa coll lo dose prp,platelet aggregation collagen induced low dose (prp) [rel units/vol],agg; aggr; coagulation; hematology; heme; lo dose; pa; pa coll; pl; platelet rich plasma; platelets; platelt; plt; point in time; qnt; quan; quant; quantitative; random; rlacnc; thrombocyte; thrombocytes,Qn
33522-4,platelet aggregation ristocetin induced in platelet rich plasma --high dose,pa rist hi dose prp,platelet aggregation ristocetin induced high dose (prp) [rel units/vol],agg; aggr; coagulation; hematology; heme; hi dose; pa; pa rist; pl; platelet rich plasma; platelets; platelt; plt; point in time; qnt; quan; quant; quantitative; random; ripa; rlacnc; thrombocyte; thrombocytes,Qn
3353-0,amphotericin b [mass/volume] in cerebral spinal fluid,amphotericin b csf-mcnc,amphotericin b (csf) [mass/vol],cerebral spinal fluid; cerebrospinal fl; drug/toxicology; drugs; fungizone; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; spinal fl; spinal fld; spinal flu; spinal fluid,Qn
33560-4,benzodiazepines [mass/volume] in gastric fluid,benzodiaz gast-mcnc,benzodiazepines (gast fld) [mass/vol],benz; benzodiaz; benzodiazepine; drug/toxicology; drugs; gast; gastric contents; gastric fluid; level; mass concentration; point in time; qnt; quan; quant; quantitative; random,Qn
33597-6,deprecated borrelia burgdorferi 34kd igm ab [units/volume] in serum,deprecated b burgdor34kd igm ser-acnc,b. burgdorferi 34kd igm qn (s),abs; aby; antby; anti; antibodies; antibody; arbitrary concentration; autoantibodies; autoantibody; b burg; b burgdor; b burgdor34kd; b burgdorferi; bb; burgdorf; id; immune globulin m; immunoglobulin m; infectious disease; infectiousdisease; lyme; lyme disease; lymes; microbiology; osp b; ospb; outer surface protein b; point in time; qnt; quan; quant; quantitative; random; serum; sr,Qn
33606-5,dengue virus ab [titer] in serum,denv ab titr ser,denv ab (s) [titer],abs; aby; antby; anti; antibodies; antibody; autoantibodies; autoantibody; breakbone fever; denv; dilution factor; dilution factor (titer); flavivirus; id; infectious disease; infectiousdisease; microbiology; point in time; random; serum; smqn; sr; titer; titered; titre; ttr,SemiQn
33611-5,phosphatidylethanolamine ab [units/volume] in serum,pe ab ser-acnc,phosphatidylethanolamine ab qn (s),abs; aby; antby; anti; antibodies; antibody; ape; arbitrary concentration; autoantibodies; autoantibody; coagulation; hematology; heme; pe; phosphatidyl ethanolamine; point in time; qnt; quan; quant; quantitative; random; serum; sr,Qn
33617-2,hla-dr+ cells [#/volume] in blood,hla-dr+ cells # bld,hla-dr+ cells (bld) [#/vol],#; abs; absolute; absolutes; blood; cell; cell markers; cellularity; cnt; count; count/volume; ct; hla-dr+ cells; human leukocyte antigen; i3; number concentration; number concentration (count/vol); point in time; qnt; quan; quant; quantitative; random; wb; whole blood,Qn
33620-6,tricarboxylporphyrin 1 [mass/time] in 24 hour stool,tri-cp 24h stl-mrate,tricarboxylporphyrin 1 (24h stl) [mass/time],1 day; 24 hours; 24hr; bowel movement; chemistry; faecal; faeces; fecal; feces; harderoporphyrin; hematology; heme; i; mass rate; mrate; qnt; quan; quant; quantitative; stl; stool = fecal; tricarboxyl porphyrin; tri-cp,Qn
33626-3,hematoporphyrin [mass/time] in 24 hour stool,hematopor 24h stl-mrate,hematoporphyrin (24h stl) [mass/time],1 day; 24 hours; 24hr; bowel movement; chemistry; faecal; faeces; fecal; feces; hematology; heme; mass rate; mrate; qnt; quan; quant; quantitative; stl; stool = fecal,Qn
33627-1,tenofovir [susceptibility],tenofovir susc islt,tenofovir [susc],antibiotic susceptibilities; ast; df; id; infectious disease; infectiousdisease; islt; isol; point in time; random; sus; suscept; susceptibilities; susceptibility; susceptibilty; tdf; tfv; viread,OrdQn
33636-2,iga.secretory [units/volume] in saliva (oral fluid),siga sal-acnc,iga.secretory qn (sal),arbitrary concentration; chemistry; immune globulin a; immunoglobulin a; oral fluid; point in time; qnt; quan; quant; quantitative; random; sal; salivary iga; siga,Qn
33641-2,lymphocyte proliferation stimulated by tuberculin [units/volume] in blood,lpt tuberc bld-acnc,lymphocyte proliferation stimulated by tuberculin qn (bld),arbitrary concentration; blood; lpa; lpt; lpt tuberc; lst; lymphocyte antigen proliferation; lymphocyte antigen stimulation; microbiology; pha; point in time; ppd; purified protein derivative; qnt; quan; quant; quantitative; random; stim; tuberculosis antigen; wb; whole blood,Qn
33647-9,protein.monoclonal/protein.total in serum or plasma by electrophoresis,m protein mfr serpl elph,protein.monoclonal elph [mass fraction],chemistry; elec; elect; electr; electro; electrophhrs; electrophrs; elp; elph; ep; m protein; mass fraction; m-band; monoclonal band; monoclonal spike; m-protein; m-spike; para protein; paraprotein; percent; pl; plasma; plsm; point in time; pr; prot; qnt; quan; quant; quantitative; random; serp; serpl; serplas; serum; serum or plasma; spep; sr; tot; totl; tp,Qn
33648-7,cryoglobulin rheumatoid factor [units/volume] in serum,cryoglob rf ser-acnc,cryoglobulin rheumatoid factor qn (s),arbitrary concentration; cryo; cryoglob rf; cryoglobulins; cryoprecipitate; fac; fact; point in time; qnt; quan; quant; quantitative; random; rf; rheum; rheumatology; serology; serum; sr,Qn
33650-3,cryoglobulin.iga [mass/volume] in serum,cryoglob iga ser-mcnc,cryoglobulin.iga (s) [mass/vol],cryo; cryoglob iga; cryoglobulins; cryoprecipitate; immune globulin a; immunoglobulin a; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; serology; serum; sr,Qn
33652-9,cd56 cells/cd38 cells [# ratio] in blood,cd56 cells/cd38 cells bld,cd56 cells/cd38 cells (bld) [# ratio],adp-ribosyl cyclase; blood; cd38 cells; cd56 cells; cell; cell markers; cellularity; cyclic adp-ribose hydrolase; leu17; leu-17; leu19; leu-19; ncam; neural cell adhesion molecule; nkh1; number ratio; point in time; qnt; quan; quant; quantitative; random; t10; wb; whole blood,Qn
33662-8,erythrocytes.cd59 deficient/erythrocytes in blood,rbc cd59 deficient nfr,erythrocytes.cd59 deficient/cells.235a (bld),1f-5ag; blood; cd59 rbc; cd59.deficient; cell; cell markers; cellularity; discocytes; erthrocyte; erythrocyte; glycosylphosphatidylinositol-anchored protein; h19; hrf20; macif; membrane inhibitor of reactive lysis; mirl; number fraction; p-18; paroxysmal nocturnal hemoglobinuria; percent; plink; pnh; point in time; protectin; qnt; quan; quant; quantitative; random; rbc; rbcs; red blood cell; red blood cells; red blood corpuscle; red blood corpusles; red cell; red cells; wb; whole blood,Qn
33663-6,cd59 deficient cells/cells in blood,cd59 deficient cells nfr bld,cd59 deficient cells/cells (bld),1f-5ag; blood; cd59 cells; cd59 deficient cells; cd59.deficient; cell; cell markers; cellularity; glycosylphosphatidylinositol-linked proteins; h19; hrf20; macif; membrane inhibitor of reactive lysis; mirl; number fraction; p-18; paroxysmal nocturnal hemoglobinuria; percent; plink; pnh; point in time; protectin; qnt; quan; quant; quantitative; random; wb; whole blood,Qn
33679-2,francisella tularensis dna [presence] in specimen by naa with probe detection,f tular dna spec ql naa+probe,f. tularensis dna naa+probe ql (specimen),3 self-sustaining sequence replication; 3sr sr; amplif; amplification; amplified; deoxyribonucleic acid; dna nucleic acid probe; dna probe; f tular; f tularensis; id; infectious disease; infectiousdisease; lat; lcr; ligase chain reaction; ligation-activated transcription; microbiology; misc; miscellaneous; naa+probe; naat; nasba; nucleic acid sequence based analysis; ordinal; other; pcr; point in time; polymerase chain reaction; pr; probe amp; probe with ampification; probe with target amplification; qbr; ql; qual; qualitative; random; screen; sda; spec; strand displacement amplification; tma; to be specified in another part of the message; transcription mediated amplification; tularemia; unspecified,Ord
33681-8,francisella tularensis [presence] in specimen by cell wall fatty acid analysis,f tular spec ql cfa,f. tularensis cell wall fatty acid analysis ql (specimen),acd; acids; cfa; f tular; f tularensis; gc; id; infectious disease; infectiousdisease; microbiology; misc; miscellaneous; ordinal; other; point in time; pr; ql; qual; qualitative; random; screen; spec; to be specified in another part of the message; tularemia; unspecified,Ord
33691-7,yersinia pestis dna [presence] in specimen by naa with probe detection,y pestis dna spec ql naa+probe,y. pestis dna naa+probe ql (specimen),3 self-sustaining sequence replication; 3sr sr; amplif; amplification; amplified; deoxyribonucleic acid; dna nucleic acid probe; dna probe; id; infectious disease; infectiousdisease; lat; lcr; ligase chain reaction; ligation-activated transcription; microbiology; misc; miscellaneous; naa+probe; naat; nasba; nucleic acid sequence based analysis; ordinal; other; p pestis; pasturella pestis; pcr; plague; point in time; polymerase chain reaction; pr; probe amp; probe with ampification; probe with target amplification; qbr; ql; qual; qualitative; random; screen; sda; spec; strand displacement amplification; tma; to be specified in another part of the message; transcription mediated amplification; unspecified; y pestis,Ord
33693-3,yersinia pestis [presence] in isolate by phage lysis,y pestis islt ql phage lys,y. pestis phage lysis ql (isol),id; infectious disease; infectiousdisease; islt; isol; microbiology; ordinal; p pestis; pasturella pestis; plague; point in time; pr; ql; qual; qualitative; random; screen; y pestis,Ord
33716-2,non-gynecological cytology study,non-gynecological cytology study,non-gyn cytology study,document; finding; findings; non-gyn cyto stdy; pathology; point in time; random; study report; universallaborders,Doc
33733-7,sites of distant metastasis,sites of distant mets,sites of distant metastasis nar (spec),anatomy; metastases; mets; narrative; pathology; pathology protocols; pathology protocols general; point in time; random; report; sites of distant mets; spec,Nar
3373-8,deprecated barbiturate screen absent [identifier] in urine,deprecated barbiturate scn absent ur,barbiturate screen absent nom (u),barb; barbiturate scn absent; drug/toxicology; drugs; identity or presence; nominal; point in time; random; scn; scr; scrn; ua; ur; urn,Nom
33752-7,distance of carcinoma from closest lateral margin [length] in specimen,dist of ca from closest lat margin cap,distance of carcinoma from closest lateral margin (spec) [length],dist of ca from closest lat margin; lat; length; path.histo; pathology; point in time; qnt; quan; quant; quantitative; random; spec,Qn
33756-8,polyp size greatest dimension,polyp size greatest dim,polyp size greatest dimension (spec) [length],length; pathology; pathology protocols; pathology protocols general; point in time; qnt; quan; quant; quantitative; random; spec,Qn
33758-4,polyp stalk length by cap cancer protocols,polyp stalk length cap prot,polyp stalk length cap nom (spec),cap prot; identity or presence; len; nominal; pathology; pathology protocols; pathology protocols general; point in time; random; spec,Nom
33759-2,deepest extent of invasion [type] in specimen,deepest extent of inv spec ql,deepest extent of invasion ql (spec),deepest extent of inv; ordinal; path.histo; pathology; point in time; ql; qual; qualitative; random; screen; spec; typ,Ord
