LOINC_NUM,text_representation
44336-6,magnesiumcreatinine hor in 4 [massratio] urne
44336-6,magnesium/creat 24h ur
44336-6,ur 24h magnesium/creat
44336-6,magnesim/ceat ur magnes 24
44336-6,magnesium/creatinine (24h u) [mass ratio]
44336-6,magnesium/creatinine [mass renal u) (24h ratio]
44336-6,quan magnesium/creatinine (24h u ratio] [mass
20416-4,hepatitis c virus rna [#/volume] (viral load) in serum or plasma by naa with probe detection
20416-4,hepatitis c virus rna [#/volume] (viral cnt load) in serum or plasma by naa with probe detection
20416-4,hepatitis c with rna [#/volume] (viral load) in serum or plasma by naa virus probe detection
20416-4,hcv rna # serpl naa+probe
20416-4,hcv rna number concentration (count/vol) naa+probe serpl #
20416-4,hcv rna naa+probe universallaborders serpl #
20416-4,hcv rna naa+probe [#/vol]
20416-4,random cv rna [#/ol] naa+probe
20416-4,pcr naa+probe rna hcv [#/vol]
98957-4,coccidioides immitis igg ab [units/volume] in specimen by immunoassay
98957-4,coccidioide immitisig ab [unitsvolme] in specimen by immnoassay
98957-4,enzyme immunoassay coccidioides immitis in ab [units/volume] igg specimen by immunoassay
98957-4,c immitis igg spec ia-acnc
98957-4,ia-acnc immitis igg spec c
98957-4,igg immitis c spec ia-ac
98957-4,c. immitis igg ia qn (specimen)
98957-4,elfa qn mmitis gg ia c. (seien)
98957-4,c. immitis igg ia qn quan (specimen)
23969-9,echovirus 7 ab [titer] in cerebral spinal fluid
23969-9,in ab [titer] echovrus7 cerebral pinal luid
23969-9,hoviru 7 ab [iter] in cerebral spial fluid
23969-9,ecv7 ab titr csf
23969-9,tircsf ab ecv7
23969-9,cerebrospinal fluid ab dilution factor (titer) titr ecv7
23969-9,echovirus 7 ab (csf) [titer]
23969-9,echovirus 7 (csf) ab [titer]
23969-9,echovirus 7 ab (cerebrospinal fluid) [titer]
100065-2,satisfied with treatment
100065-2,treatment with finding satisfied
100065-2,satisfied treatment ordinal with
100065-2,satisfied with treatment
100065-2,saisfied withtreatment point in time
100065-2,stisfied tratmnt wth
6406-3,flavivirus identified in specimen by organism specific culture
6406-3,flavivirus specimen in identified by organism specific culture
6406-3,flavivirus identified organism specimen by point in time in specific culture
6406-3,flavivirus spec cult
6406-3,flavivirus cult flavi virus spec
6406-3,flavivirus id spc ult
6406-3,flavivirus identified org specific cx nom (specimen)
6406-3,flavivirus identified org specific cx nom (specimen)
6406-3,specific identifid infectiousdisease org flavivirus cx nom (speimen)
17729-5,treponema pallidum igm ab [presence] in serum by immunofluorescence
17729-5,teponema plidum ql igm ab [pesence] in erum by immunfluorescence
17729-5,anticomplement immunofluorescence treponma pallidum igm b[preece] in ser by imunoforescence
17729-5,t pallidum igm ser ql if
17729-5,qlif gm immunoglobulin m se tallidu
17729-5,t palidum igm ser l random if
17729-5,t. pallidum igm if ql (s)
17729-5,t. pallidum ig ordinal ifql s)
17729-5,t. pallidum igm if ql (s)
21489-0,rickettsia (proteus ox19) ab [titer] in serum by latex agglutination
21489-0,rittsia(prus ox19) ab [titer] in by serum latex agluinatin
21489-0,ricketi (proteus aglutintion itr] srum by latex antibodies ox1ab
21489-0,proteus ox19 ab titr ser la
21489-0,prtu b random ox1 titr ser la
21489-0,proteus ox19 ser titr ab lat la
21489-0,rickettsia (proteus ox19) ab la (s) [titer]
21489-0,(proteus rickettsia ox19) ab aby la (s) [titer]
21489-0,rickettsa (proeus ox19 b la (s) [titer] infectious disease
24047-3,alpha fucosidase [enzymatic activity/mass] in leukocytes
24047-3,alpha fucosidas [nzymti activty/mas] in qnt leukcyts
24047-3,pha fcsidase [nzymatic quantitative activity/mass in leuocytes
24047-3,a-fucosidase wbc-ccnt
24047-3,a-fucosdase wbcccnt
24047-3,a-fucosidas wbc-ccnt catalytic content
24047-3,alpha fucosidase (wbc) [catalytic activity/mass]
24047-3,alpha ucosidase (wbc) [catalytic acivit/mass]
24047-3,[catalyti (b) alphafucosidase activity/mss]
23770-1,porcine parvovirus ab [titer] in serum
23770-1,porcine parvovirus in [titer] id ab ser
23770-1,parvovirus titer porcine ab [titer] in serum
23770-1,ppv ab titr ser
23770-1,titr ab ppv ser
23770-1,ppv ab r ttr
23770-1,porcine parvovirus ab (s) [titer]
23770-1,orin arvoirusab dilution factor (s) [titer]
23770-1,porcine parvovus ab s)[tite]
54033-6,rickettsia spotted fever group ag [presence] in tissue by immune stain
54033-6,immunohistochemical stain immune spotted fever group ag [presence] in tissue by rickettsia stain
54033-6,rickettsia spotted fever group ag [presence] in tissue by immune ihc stain
54033-6,rick sf ag tiss ql imstn
54033-6,rick sf ag tiss presence imstn presence
54033-6,rick sf ag ricket tiss presence imstn
54033-6,r. spotted fever group ag immune stain ql (tiss)
54033-6,r. spotted fever group ag immune stain presence (tiss)
54033-6,r. spotted (tiss) group ag immune stain ql fever
93405-9,bacteroides fragilis dna [presence] by naa with probe detection in positive blood culture
93405-9,bacterides 3sr sr fragilis dna [presenceby naa with prbe deection npsitive blood ulture
93405-9,bacteroides frailis dn i by naa wth probe deectio [presnce] positiv blood culture
93405-9,b fragilis dna bld pos ql naa+probe
93405-9,fragilis b dna bld pos ql naa+probe
93405-9,b fragilis dna bld bld pos pos ql aa+probe
93405-9,b. fragilis dna naa+probe ql (pos bld culture)
93405-9,b. deoxyribonucleic acid fragilis dna naa+probe ql (pos bld culture)
93405-9,b. fragilis na naa+probeql (pos ld cultre)
100688-1,parvovirus b19 dna [log #/volume] (viral load) in blood by naa with probe detection
100688-1,parvovirus by dna [log #/volume] (viral load) in blood b19 naa with probe detection
100688-1,(viral b19dna[log#/vlum] prvviu load in bloody naawith proe dtection
100688-1,b19v dna bld naa+probe-log#
100688-1,naa+poe-log# dna bd b19v
100688-1,b19v dna 3 self-sustaining sequence replication bld naa+probe-log#
100688-1,parvovirus b19 dna naa+probe (bld) [log #/vol]
100688-1,(bld) b19 da naarobe parvovirus og#/vol]
100688-1,parovrus b1 #/vol] naa+obe d) [log dna
32578-7,bartonella quintana igm ab [presence] in serum
32578-7,bartonella quintan ig point in time ab [resence]in serm
32578-7,bartonella quintana in ab [presence] igm serum
32578-7,b quintana igm ser ql
32578-7,ser quintaaigm ql
32578-7,ql antibodies quintana igm serum b
32578-7,b. quintana igm ql (s)
32578-7,b. uintana (s) ql igm
32578-7,b. quintna i ql (s)
92133-8,chlamydophila pneumoniae dna [presence] in respiratory system specimen by naa with probe detection
92133-8,chlamydophila pneumoniae dna [ql] with respiratory system specimen by naa in probe detection
92133-8,chlamydophila pneumoniae dna [presence] in respiratory system specimen by naa with probe detection
92133-8,c pneum dna resp ql naa+probe
92133-8,c pneum lcr dna resp ql naa+probe
92133-8,c pneum dna resp lat presence naa+probe
92133-8,c. pneumoniae dna naa+probe ql (respiratory system specimen)
92133-8,c. pneumoniae cpn dna naa+probe ql (respiratory system specimen)
92133-8,c. pneumoniae dna naa+probe presence (respiratory system specimen)
38553-4,narcolepsy associated ag [presence] in serum or plasma
38553-4,narcolepsy associated ag [presence] in ser or plasma
38553-4,narcolepy associated presence] ag in serum or assoc plasma
38553-4,narcolepsy assoc ag serpl ql
38553-4,ql ssocg serum or plasma narcolpsy
38553-4,narcolepsy asso a serpl presence pr
38553-4,narcolepsy associated ag ql
38553-4,g random associted narcolepsy ql
38553-4,assoc narcolepsy ql ag associated
41222-1,yeast [presence] in body fluid by light microscopy
41222-1,yeast [ql] body in fluid by light microscopy
41222-1,yeast [presence] fluid body in by light microscopy
41222-1,yeast fld ql micro
41222-1,fld yast lmicro
41222-1,yeast flql micro
41222-1,yeast lm ql (body fld)
41222-1,"yeast lm ql (body fld) body fluid, unsp"
41222-1,yeast lmql (body fl)
13237-3,epstein barr virus early restricted ab [presence] in serum by immunofluorescence
13237-3,epstein barr restricted early virus autoantibodies ab [presence] in serum by immunofluorescence
13237-3,epstin barr irus ealy restriced ab [ql] in serum by immunofluorescence
13237-3,ebv ea-r ab ser ql if
13237-3,ebv ea-r ab ser ql hhv-4 i
13237-3,ebv ea-r ql ser ab if
13237-3,ebv early restricted ab if ql (s)
13237-3,ev earl retricted ab ql if s)
13237-3,ebv early restricted ab if presence (s)
9691-7,cobalt [mass/volume] in specimen
9691-7,cobalt specimen in [mass/volume]
9691-7,cobalt [mass/volume] in specimen
9691-7,cobalt spec-mcnc
9691-7,miscellaneous cobalt specmcnc
9691-7,cobalt spec-mcnc misc
9691-7,cobalt (specimen) [mass/vol]
9691-7,cobalt mass/vl] misc (spcime)
9691-7,coblt (specimn [mass/vo]
105084-8,trichomonas vaginalis rrna [presence] in specimen
105084-8,qualitative trichomonas vaginalis rrna [ql] in specimen
105084-8,trichomonas vaginalis in tric [presence] rrna specimen
105084-8,t vaginalis rrna spec ql
105084-8,ql vaginais rrna spec t
105084-8,t vaginlis ql spec rrna
105084-8,t. vaginalis rrna ql (specimen)
105084-8,t. vaginalis rrna (specimen) ql
105084-8,qlspcimen) vaginalis rrna t trich
81333-7,thoughts on antibiotics narrative - reported
81333-7,thoughts on random antibiotics narrative - reported
81333-7,thougts on antiiotic narratve -reorted
81333-7,thoughts on antibiotics reported
81333-7,thoughts on antibiotics clin reported
81333-7,point in time reported antibiotics toughtson
92147-8,human coronavirus hku1+oc43 rna [presence] in respiratory system specimen by naa with probe detection
92147-8,human coronavirus hku1+oc43 rna [ql] in respiratory with specimen by naa system probe detection
92147-8,rna coronavirus hku1+oc43 human [presence] in respiratory system specimen by naa with probe detection
92147-8,hcov hku1+oc43 rna resp ql naa+probe
92147-8,hcov naa+probe tma rna resp ql hku1+oc43
92147-8,hcov hk1+oc43 naa+probe res q rna
92147-8,hcov hku1+oc43 rna naa+probe ql (respiratory system specimen)
92147-8,strand displacement amplification hcov hku1+oc43 rna naa+probe ql (respiratory system specimen)
92147-8,hov hk1+oc4 rna naa+probe ystem (resatory ql qbr specimen)
25488-8,nicotinamide [moles/volume] in serum or plasma
25488-8,nicotinamide[moes/olue] sr lasma serm or in
25488-8,nicotinamide pl [moles/volume] serum in or plasma
25488-8,nicotinamide serpl-scnc
25488-8,nicotinamide qnt serpl-scnc
25488-8,serpl-scnc nicotinamide drugs
25488-8,nicotinamide [moles/vol]
25488-8,nictinamide [moles/vol]
25488-8,drugs [oles/vol] ncotnamide
19174-2,choriogonadotropin.beta subunit [units/volume] in amniotic fluid
19174-2,choriogonadotropin.beta amniotic [units/volume] in subunit fluid
19174-2,choriogonadotropin.beta amniotic [units/volume] in subunit fluid
19174-2,b-hcg amn-acnc
19174-2,qnt amn-acnc b-hcg
19174-2,amniotic flu b-hcgamn-cnc
19174-2,hcg.beta subunit qn (amn fld)
19174-2,hcg.bet bunt quant qn fld) (amn
19174-2,fd) subunitqn(am hcg.beta
18240-2,"1,3-dichlorobenzene [mass/volume] in blood"
18240-2,"1,3-dichlorobenzene [mass/volume] bld in"
18240-2,"blood [mass/volume] in 1,3-dichlorobenzee"
18240-2,"1,3dcb bld-mcnc"
18240-2,"3,3'-dichlorobenzidine ,3dcb bld-cnc"
18240-2,"m-phenylenedichloride blood-mcnc 1,3dcb"
18240-2,"1,3-dichlorobenzene (bld) [mass/vol]"
18240-2,"1,3-dclooenzene (blood) mss/vol]"
18240-2,"1,3-d 1,3-dichlorobenzene (bld) [mass/vol]"
2261-6,estrone (e1).unconjugated [mass/volume] in serum or plasma
2261-6,estrone (e1)unconjugated[mass/volume] quant in serum or plasma
2261-6,estrne (e).unconjugated [mass/volume] plasm erum o in
2261-6,u estrone serpl-mcnc
2261-6,u splmcnc chemistry estrone
2261-6,obgyn u estrone serpl-mcnc
2261-6,e1.unconjugated [mass/vol]
2261-6,e1.unconjugted [mass/vol]
2261-6,[masvo] e1.unconjugated
3911-5,penicillin [mass/volume] in serum or plasma
3911-5,[mass/volume] penicillin in serum or plasma
3911-5,penicillin [mass/volume] plasma serum or in
3911-5,penicillin serpl-mcnc
3911-5,serpl-mnc penicilin
3911-5,serpl-mcnc level penicillin
3911-5,penicillin [mass/vol]
3911-5,point in time penicillin [mass/vol]
3911-5,penicillin drug/toxicology [mass/vol]
44924-9,normetanephrine/creatinine [molar ratio] in 24 hour urine
44924-9,in [moar ratio] normetanehrie/creatinine 24 hr urine
44924-9,nrmetnephrinecretinne ua [molar rtio] in24 hur urie
44924-9,normetanephrine/creat 24h ur-srto
44924-9,normetanephrine/creat qnt 24h ur-srto
44924-9,substance ratio normetanephrine/creat 24h ur-srto
44924-9,normetanephrine/creatinine (24h u) [molar ratio]
44924-9,[molar (24h u) normetanephrine/creatinine ratio]
44924-9,[moar (2h u) normetanhrinecreatinine ratio] crea
18291-5,hemoglobin f/hemoglobin.total in blood from newborn
18291-5,hemoglobin f/hemoglobin.total in bld from newborn
18291-5,hemoglobin f/hemoglobin.total in bld from newborn
18291-5,hgb f mfr bld nb
18291-5,hgbf mfr bld nb
18291-5,hgb f mfr nb hematology/cell counts bld
18291-5,hemoglobin f (bld newborn) [mass fraction]
18291-5,hemoglobin f (blood newborn) wb [mass fraction]
18291-5,hemoglobin f(bld nebrn) [mass fraction]
98967-3,nutritional risk screening 2002 panel
98967-3,nutritional risk screening 2002 asymptomatic panel
98967-3,panl ris nutritioal screing 202 anel
98967-3,nrs 2002
98967-3,202 pnl nrs
98967-3,2002 point in time nr
5244-9,measles virus igg ab [units/volume] in serum by immunoassay
5244-9,measle vius in b [uits/olme] igg seum by immunass
5244-9,ab virus igg measles [units/volume] in serum by immunoassay
5244-9,mev igg ser ia-acnc
5244-9,mev ia-acnc ser igg
5244-9,gg mv meia er iaacn
5244-9,mev igg ia qn (s)
5244-9,mev (s) ia qn igg
5244-9,mev igg ia qn (s) point in time
16411-1,aspartate [presence] in urine
16411-1,spartate ur [resene] inurine
16411-1,chemistry aspartate [presence] in urine
16411-1,aspartate ur ql
16411-1,u asartate chemistry ql
16411-1,presence ur aspartate
16411-1,aspartate ql (u)
16411-1,ua aspartate (u) presence
16411-1,aspartte ql aspartic acid (u)
78749-9,glycolate [mass/volume] in serum or plasma by gas chromatography
78749-9,glycolate gas in serum or point in time plasma by [mass/volume] chromatography
78749-9,glycolate [mass/volume] in serum or plasma by gas chromatography
78749-9,glycolate serpl gc-mcnc
78749-9,glycolate serpl plasma gc-mcnc
78749-9,glycolate serum or plasma serpl gc-mcnc
78749-9,glycolate gas chromatography [mass/vol]
78749-9,quantitative glycolate gas chromatography [mass/vol]
78749-9,glycolat gas hromtoaphy [mass/vol]
35170-0,nervonate (c24:1) [moles/volume] in serum or plasma
35170-0,nervonate (c24:1) [moles/volume] in plasma serum or plasma or serum
35170-0,neroae (c2:1 [moles/volume] random n erumorplasma
35170-0,nervonate serpl-scnc
35170-0,nervonae serpl-scn
35170-0,serum or plasma-scnc nervonate
35170-0,nervonate (c24:1) [moles/vol]
35170-0,level nervonat (c24:1) [mles/ol]
35170-0,[moles/vol] (c24:1) nervonate
34910-0,immature basophils [#/volume] in blood
34910-0,immature baophls #/volme]in number concentration (count/vol) blood
34910-0,immature random [#/volume] basophils in blood
34910-0,imm basophils # bld
34910-0,imm basophils # whole blood bld
34910-0,imm basophils # blood
34910-0,immature basophils (bld) [#/vol]
34910-0,count immature basophils (bld) [#/vol]
34910-0,basos basophils immature (blood) [#/vol]
101346-5,"mds v3.0 - rai v1.18.11 - special treatments, procedures, and programs [cms assessment]"
101346-5,"mds v3.0 - rai v1.1811 - special teatments, prodre,nd progrms [cms assesment]"
101346-5,"ds rai v.0 1.18special treatments, panl procdures, and prorams [cms assssmet]"
16606-6,chlorine [mass/volume] in dialysis fluid
16606-6,chlorine fluid qnt in ialysis mass/volume]
16606-6,in [mass/volume] chlorine dialysis fluid
16606-6,chlorine dial fld-mcnc
16606-6,chlorine dial fd-mcnc
16606-6,chlorine drug/toxicology fld-mcnc dial
16606-6,chlorine (dial fld) [mass/vol]
16606-6,chlorine (dial mass concentration fld) [mass/vol]
16606-6,chlrne (dial fld) [mssvol]
90337-7,cryptococcus sp rrna gene [presence] in cerebral spinal fluid by naa with probe detection
90337-7,cryptococcus sp rrna gene spinal fld naa spinal flui by [pesence]nerebal with prbe detection
90337-7,cryptococcus sp rrna gene[resence] infectiousdisease in cerebral detction fluidy aa with probe spia
90337-7,crypt sp rrna gene csf ql naa+probe
90337-7,crypt sp rrna gene csf ql naa+probe
90337-7,crypt csf rrna gene sp ql naa+probe
90337-7,cryptococcus sp rrna naa+probe ql (csf)
90337-7,(csf) sp rrna naa+prob polymerase chain reaction ql cyptococus
90337-7,crypococcus sp rrna naa+probe ql (csf)
73188-5,propoxyphene+acetaminophen induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
73188-5,propoxyphene+acetaminophen induced platelet igm ab [presence] in serum abs by plasma or flow cytometry (fc)
73188-5,propoxyphene+acetaminophen induced platelet igm ab [presence] n-acetyl-p-aminophenol in flow or plasma by serum cytometry (fc)
73188-5,propoxyph+apap ind plt igm serpl ql fc
73188-5,propoxyph+apap ind plt fc serpl ql igm
73188-5,ql ind plt igm thrombocytes serpl propoxyph+apap fc
73188-5,propoxyphene+acetaminophen induced platelet igm fc ql
73188-5,tylenol propoxyphene+acetaminophen fc platelet igm induced ql
73188-5,propoxyhene+actaminopeinduced platelt igm fc ql
51984-3,meperidine+normeperidine [presence] in serum or plasma by screen method
51984-3,meperidine+normepridine[resence] or inserum plasma serum or plasma by scren method
51984-3,meperidine+normepeidne [resene] in seum or pasma norpethidine by sceen method
